make,model,part,total_paid
PEUGEOT,308,Oil Leaks,65.00
PEUGEOT,5008,Washer Pump,62.84
PEUGEOT,207,Spring (Suspension),62.68
PEUGEOT,207,Sensors,59.73
PEUGEOT,208,Electrical ,56.31
PEUGEOT,207,Electrical ,52.55
PEUGEOT,207,Suspension (Various Faults),49.66
PEUGEOT,3008,Washer Pump,48.79
PEUGEOT,207,Ignition Coil,43.06
PEUGEOT,RCZ,Water Pump,42.86
PEUGEOT,207,Ignition Coil,42.24
PEUGEOT,108,Mot Insurance,37.50
PEUGEOT,RCZ,Ignition Coil,34.23
