make,model,part,total_paid
FORD,FIESTA,Clutch (Various Faults),348.00
FORD,GALAXY,Engine Oil Pump,347.00
FORD,FOCUS,Alternator,347.00
FORD,TRANSIT,Inlet Manifold,346.50
FORD,TRANSIT,Clutch (Various Faults),344.91
FORD,C-MAX,Fuel Injectors,344.50
FORD,FOCUS,Alternator,344.48
FORD,MONDEO,Alternator,344.01
FORD,FIESTA,Alternator,344.00
FORD,FIESTA,Heater Matrix,343.50
FORD,RANGER PICKUP,Abs (Various Faults),343.37
FORD,FOCUS,Alternator,342.45
FORD,KUGA,Fuel System,342.00
FORD,FOCUS,Throttle Body,341.82
FORD,FOCUS,Air Con (Various Faults),340.87
FORD,KA,Engine (Various Faults),340.80
FORD,FIESTA,Spring (Suspension),340.00
FORD,TRANSIT CUSTOM,,340.00
FORD,FIESTA,Alternator,339.00
FORD,FIESTA,Sensors,338.91
FORD,TRANSIT,Sensors,338.67
FORD,TRANSIT,Fuel System,338.67
FORD,KUGA,Drive Shaft,336.70
FORD,KUGA,Alternator,336.16
FORD,TRANSIT,Fuel System,334.59
FORD,FOCUS,Air Con (Various Faults),334.49
FORD,FOCUS,Water Pump,334.25
FORD,KA,Electrical ,334.00
FORD,FOCUS,Fuel Injectors,333.80
FORD,FIESTA,Multimedia,333.28
FORD,FIESTA,Spring (Suspension),331.38
FORD,C-MAX,Air Con (Various Faults),330.81
FORD,FUSION,Fuel Injectors,328.00
FORD,TRANSIT,Starter Motor,327.65
FORD,KUGA,Alternator,326.27
FORD,C-MAX,Air Con (Various Faults),325.60
FORD,FOCUS,Air Con (Various Faults),325.60
FORD,FIESTA,Alternator,325.03
FORD,FIESTA,Steering Rack,324.50
FORD,TRANSIT,Fuel Lift Pump,323.49
FORD,FOCUS,Air Con (Various Faults),322.14
FORD,TRANSIT,Alternator,321.19
FORD,S-MAX,Steering Pump,320.00
FORD,TRANSIT,Seat Belt,319.17
FORD,FIESTA,Alternator,318.52
FORD,MONDEO,Fuel System,317.33
FORD,FOCUS,Starter Motor,316.39
FORD,FIESTA,Alternator,315.19
FORD,TRANSIT,Track Rod Ends,315.07
FORD,TRANSIT,Steering Pipe,312.54
FORD,FOCUS,,309.46
FORD,FOCUS,Starter Motor,309.00
FORD,FOCUS,Starter Motor,308.96
FORD,FOCUS,E.G.R Valve,308.91
FORD,TRANSIT,Fuel System (Various Faults),306.36
FORD,FOCUS,Fuel Injectors,306.02
FORD,MONDEO,Starter Motor,305.48
FORD,TRANSIT,E.G.R Valve,305.09
FORD,C-MAX,Steering Pump,303.50
FORD,FOCUS ST,Spring (Suspension),303.43
FORD,C-MAX,Fuel Injectors,303.03
FORD,TRANSIT,Fuel Injectors,303.00
FORD,C-MAX,Gearbox (Various Faults),302.48
FORD,FIESTA,Catalyst (Exhaust),302.25
FORD,KA,Clutch (Various Faults),301.00
FORD,MONDEO,Electrical ,300.85
FORD,FIESTA,Intercooler,300.42
FORD,FIESTA,Air Flow Meter,300.23
FORD,GALAXY,Brakes (Various Faults),300.00
FORD,C-MAX,Clutch (Various Faults),300.00
FORD,FOCUS,Ecu (Other),300.00
FORD,S-MAX,Turbocharger,300.00
FORD,MONDEO,E.G.R Valve,300.00
FORD,KUGA,Fuel System (Various Faults),300.00
FORD,FOCUS,Alternator,298.49
FORD,FOCUS,Steering Pipe,297.86
FORD,MONDEO,Alternator,297.60
FORD,FOCUS,Starter Motor,296.00
FORD,FIESTA,Brakes (Various Faults),294.65
FORD,C-MAX,Steering Pump,292.70
FORD,C-MAX,Fuel Injectors,292.53
FORD,FIESTA,Indicator Stalk Switch,291.92
