make,model,part,total_paid
AUDI,S8,Fuel System (Various Faults),640.34
AUDI,A6,Starter Motor,639.12
AUDI,A5,Engine (Various Faults),638.30
AUDI,A3,Heater Fan Motor,625.20
AUDI,A3,Turbocharger,624.00
AUDI,Q3,Oxygen (Lambda) Sensor,615.94
AUDI,A1,E.G.R Valve,611.24
AUDI,A3,Brakes (Various Faults),611.12
AUDI,Q7,Fuel System,611.00
AUDI,TT,Water Pump,610.48
AUDI,A5,Clutch (Various Faults),609.00
AUDI,RS4,Fuel System,605.67
AUDI,S3,Camshaft Sensor,605.44
AUDI,A3,Thermostat Housing,600.00
AUDI,A4,E.G.R Valve,598.23
AUDI,A6,Fuel System,594.34
AUDI,A3,,587.71
AUDI,A6,Steering Pump,584.94
AUDI,S5,Catalyst (Exhaust),584.70
AUDI,A4,Cylinder Head Gasket,584.00
AUDI,S3,Thermostat Housing,582.15
AUDI,A3,Abs Pump ,580.00
AUDI,A6,Heater Matrix,579.24
AUDI,Q7,Fuel Injectors,578.25
AUDI,A6,Wheel Bearing,576.19
AUDI,A3,Brakes (Various Faults),573.58
AUDI,Q3,Oxygen (Lambda) Sensor,570.38
AUDI,TT,Thermostat Housing,570.09
AUDI,S3,Fuel Injectors,568.44
AUDI,TT,Roof (Motors / Electrics),567.32
AUDI,A3,Gearbox (Various Faults),565.27
AUDI,A3,Flywheel ,563.76
AUDI,RS4,Shock Absorber,562.10
AUDI,Q7,Suspension Pump,560.51
AUDI,A3,Flywheel ,560.39
AUDI,RS4,Electrical ,560.25
AUDI,RS4,Other,549.49
AUDI,A6,Throttle Body,546.22
AUDI,A1,Heater Fan Motor,546.12
AUDI,A3,E.G.R Valve,542.76
AUDI,A1,,536.53
AUDI,A3,E.G.R Valve,532.28
AUDI,S3,Thermostat,530.29
AUDI,TT (4WD),Water Pump,524.92
AUDI,A5,Multimedia,524.34
AUDI,A3,Air Con (Various Faults),522.00
AUDI,Q7,Water Pump,521.45
AUDI,A7,Heater Fan Motor,519.12
AUDI,A1,Electrical ,516.60
AUDI,A3,Gearbox (Various Faults),504.57
AUDI,A3,Oil Cooler-,500.40
AUDI,A6,Other,500.00
AUDI,TT,Turbocharger,500.00
AUDI,A3,Gearbox (Various Faults),500.00
AUDI,A7,Dpf Filter,500.00
AUDI,A5,Ecu (Other),500.00
AUDI,A4,Sensors,500.00
AUDI,R8,Hose/Pipe ,500.00
AUDI,A4,Ad Blue System (Emissions),500.00
AUDI,A3,,500.00
AUDI,TT,Timing Chain,498.38
AUDI,Q3,Throttle Body,497.91
AUDI,A1,Timing Belt,494.52
AUDI,A5,Wheel Bearing,493.98
AUDI,A4,Fuel System,493.60
AUDI,A3,Water Pump,493.52
AUDI,RS5,Oil Leaks,489.89
AUDI,A6,,489.49
AUDI,A3,Fuel System,487.00
AUDI,TT,Water Pump,485.41
AUDI,S5,Thermostat,484.99
AUDI,Q7,Water Pump,482.07
AUDI,A3,Turbocharger,479.39
AUDI,A1,Drive Shaft,478.34
AUDI,A8,Fuel Injectors,475.87
AUDI,A5,Alternator,474.00
AUDI,A4,Alternator,473.64
AUDI,A4,Inlet Manifold,472.70
AUDI,A6,Heater Matrix,471.82
AUDI,A3,Fuel Injectors,471.20
AUDI,A1,Air Bag Squib,469.62
AUDI,A3,Radiator,468.98
AUDI,A7,E.G.R Valve,468.46
AUDI,A3,E.G.R Valve,466.65
AUDI,A3,Gearbox (Various Faults),465.00
AUDI,A4,Air Con (Various Faults),460.50
AUDI,A4,Air Con (Various Faults),457.74
AUDI,A5,Wheel Bearing,455.58
AUDI,A1,Fuel Injectors,454.38
AUDI,A3,Oil Cooler-,452.68
AUDI,A5,Cooling ,452.50
AUDI,A3,Ecu (Other),450.11
AUDI,A6,Cylinder Head Gasket,450.00
AUDI,A3,Clutch (Various Faults),450.00
AUDI,A6,Mirror Assembly,449.20
AUDI,A4,Engine Oil Pump,449.00
AUDI,A5,Brakes (Various Faults),448.00
AUDI,A6,Alternator,446.78
AUDI,A6,Wiper Motor,445.30
AUDI,A1,Fuel System,445.12
AUDI,TT (4WD),Turbocharger,439.68
AUDI,A1,Clutch (Various Faults),438.29
AUDI,S3,Camshaft Belt,436.80
AUDI,A3,Fuel System,435.98
AUDI,S4 QUATTRO,Engine (Various Faults),435.05
AUDI,A6,Clutch (Various Faults),434.00
AUDI,A5,Shock Absorber,432.77
AUDI,RS5,Alternator,432.15
AUDI,Q3,Brakes (Various Faults),431.22
AUDI,A8,Sensors,426.48
AUDI,S3,Air Con (Various Faults),425.40
AUDI,A5,Steering Pump,424.39
AUDI,A3,Fuel System,424.32
AUDI,A4,Radiator,416.80
AUDI,A3,Wheel Bearing,411.50
AUDI,S3,Cooling,411.46
AUDI,A5,E.G.R Valve,408.26
AUDI,Q5,E.G.R Valve,407.14
AUDI,A3,Throttle Body,406.98
AUDI,A5,Thermostat,406.61
AUDI,A6,Fuel System,406.02
AUDI,Q7,E.G.R Cooler,404.00
AUDI,A3,Engine (Various Faults),402.30
AUDI,A4,Gearbox (Various Faults),400.00
AUDI,A6,Sensors,400.00
AUDI,A1,Tensioner,400.00
AUDI,RS6,Electrical ,397.08
AUDI,A1,Alternator,396.40
AUDI,R8,Other,394.62
AUDI,S3,Cooling,394.49
AUDI,A3,Fuel Lift Pump,391.46
AUDI,A6,Vacuum Pump,388.80
AUDI,A4,Water Pump,386.58
AUDI,A3,Fuel Injectors,384.00
AUDI,A3,Central Door Locking,382.16
AUDI,A4,Electrical ,382.13
AUDI,Q5,Engine (Various Faults),379.47
AUDI,A3,Cooling,375.10
AUDI,TT,Clutch (Various Faults),374.80
AUDI,S3,Thermostat,372.63
AUDI,Q2,,369.32
AUDI,A3,Water Pump,369.12
AUDI,RS4,Suspension (Various Faults),365.20
AUDI,A3,Water Pump,362.77
AUDI,A1,Air Bag System,362.23
AUDI,S5,Wheel Bearing,361.56
AUDI,Q7,Electrical ,359.84
AUDI,A3,Gearbox (Various Faults),358.97
AUDI,A6,Water Pump,358.60
AUDI,A3,Fuel System,357.40
AUDI,A8,Wiper Motor,356.45
AUDI,TT,Window Regulator,356.42
AUDI,A3,Alternator,355.72
AUDI,A5,Shock Absorber,355.02
AUDI,A5,Wiper Motor,354.50
AUDI,ALLROAD,Wheel Bearing,354.01
AUDI,A4,Starter Motor,353.80
AUDI,Q7,Heater Fan Motor,353.73
AUDI,A6,Electrical,350.28
AUDI,A3,Clutch (Various Faults),350.00
AUDI,A1,E.G.R Valve,350.00
AUDI,A3,Clutch (Various Faults),350.00
AUDI,A5,Engine (Various Faults),350.00
AUDI,TT,E.G.R Valve,349.98
AUDI,A5,Engine (Various Faults),349.35
AUDI,A5,Clutch (Various Faults),349.00
AUDI,Q7,Electrical ,347.37
AUDI,A3,Fuel Injectors,346.00
AUDI,A5,Steering Pump,345.70
AUDI,Q7,Fuel System,345.00
AUDI,Q3,Throttle Body,344.24
AUDI,Q5,Interior Trim,342.01
AUDI,Q3,Ecu (Other),341.62
AUDI,A6,Central Door Locking,338.74
AUDI,Q7,Fuel Injectors,337.99
AUDI,A5,Window Regulator,337.83
AUDI,A1,Electrical ,336.44
AUDI,RS5,Drive Shaft,335.82
AUDI,A3,Alternator,335.35
AUDI,A3,Alternator,334.50
AUDI,A5,Fuel System,334.31
AUDI,A4,Electrical ,333.60
AUDI,A3,Hose/Pipe ,332.62
AUDI,A5,Electrical ,332.61
AUDI,A4,Water Pump,332.35
AUDI,A4,Alternator,330.60
AUDI,A4,Multimedia,329.90
AUDI,TT,Window Motor,327.70
AUDI,Q3,BATTERY (NORMAL),327.23
AUDI,A3,Electrical ,326.99
AUDI,A4,Alternator,326.99
AUDI,S3,Engine (Various Faults),325.61
AUDI,A6,Central Door Locking,325.14
AUDI,A1,Fuel System,325.00
AUDI,A4,Drive Shaft,325.00
AUDI,A3,Air Con (Various Faults),324.96
AUDI,A4,Air Con (Various Faults),324.05
AUDI,A3,Radiator,323.99
AUDI,RS4,Electrical ,322.50
AUDI,RS6,Electrical ,322.25
AUDI,Q3,Clutch (Various Faults),321.05
AUDI,A6,Dpf Filter,317.60
AUDI,A5,Engine (Various Faults),315.73
AUDI,Q3,Electrical ,310.91
AUDI,A3,Central Door Locking,310.11
AUDI,A8,Suspension (Various Faults),309.58
AUDI,A4,Alternator,307.36
AUDI,RS4,Thermostat,306.18
AUDI,Q3,Air Bag Squib,306.00
AUDI,A3,Water Pump,303.38
AUDI,A3,Spring (Suspension),303.02
AUDI,A3,Wiper Motor,302.07
AUDI,A1,Turbocharger,300.00
AUDI,A3,Gearbox (Various Faults),300.00
AUDI,A6,Turbocharger,300.00
AUDI,A4,Engine (Various Faults),300.00
AUDI,Q5,Flywheel ,300.00
AUDI,Q7,E.G.R Valve,300.00
