make,model,part,total_paid
FIAT,500,Oil Cooler-,142.02
FIAT,500,Brakes (Various Faults),140.13
FIAT,500,Thermostat Housing,139.89
FIAT,DOBLO,Air Flow Meter,139.60
FIAT,GRANDE PUNTO,Alternator,137.40
FIAT,500,Starter Motor,136.99
FIAT,BRAVO,Clutch (Various Faults),136.07
FIAT,500,Ignition Coil,135.90
FIAT,500,Ignition Coil,134.34
FIAT,500,Thermostat,133.96
FIAT,DOBLO,Steering Pipe,131.52
FIAT,PUNTO,Shock Absorber,131.00
FIAT,500,,130.30
FIAT,500,Turbocharger,129.54
FIAT,500,Thermostat Housing,129.50
FIAT,PUNTO,Electrical ,128.00
FIAT,500,Brakes (Various Faults),127.36
FIAT,500X,,127.21
FIAT,500,Water Pump,126.95
FIAT,500,Ignition Coil,126.54
FIAT,500,Water Pump,124.52
FIAT,PANDA,Central Door Locking,115.44
FIAT,500,Suspension (Various Faults),113.86
FIAT,500,Temperature Sender,111.40
FIAT,500,Electrical ,110.24
FIAT,500,Thermostat Housing,105.88
FIAT,500,Thermostat,105.73
FIAT,500,Ignition Coil,100.56
FIAT,500,Wheel Bearing,100.14
FIAT,500,Oxygen (Lambda) Sensor,100.00
FIAT,500,Clutch (Various Faults),99.60
FIAT,500,Thermostat Housing,96.66
FIAT,500X,Sensors,95.21
FIAT,PUNTO,Electrical ,90.42
FIAT,500,Thermostat Housing,89.22
FIAT,PUNTO,Ignition Coil,88.61
FIAT,500,Thermostat,87.23
FIAT,DOBLO,,85.68
FIAT,500,,85.68
FIAT,500,,85.68
FIAT,500,Gearbox (Various Faults),84.00
FIAT,BRAVO,Cylinder Head Gasket,84.00
FIAT,500,Cylinder Head Gasket,84.00
FIAT,PUNTO,Engine (Various Faults),84.00
FIAT,500,Clutch (Various Faults),84.00
FIAT,PANDA,Engine (Various Faults),84.00
FIAT,DOBLO,Engine (Various Faults),84.00
FIAT,500L,Brake Caliper/Discs,83.80
FIAT,500,Heating System,80.00
FIAT,500,TURBOCHARGER,80.00
FIAT,PUNTO,Spring (Suspension),78.00
FIAT,PUNTO,Suspension (Various Faults),74.60
FIAT,PANDA 4X4,Sensors,73.89
FIAT,500,Brakes (Various Faults),73.00
FIAT,PUNTO,Sensors,69.94
FIAT,PANDA 4X4,Heater/Glow Plugs,68.98
FIAT,500,Steering Pump,68.25
FIAT,500,Thermostat Housing,63.28
FIAT,500,Thermostat Housing,62.20
FIAT,500L,Heater/Glow Plugs,48.20
FIAT,PANDA 4X4,Heater/Glow Plugs,44.00
FIAT,PUNTO,Abs (Various Faults),43.38
