make,model,part,total_paid
MERCEDES,C CLASS,Electrical ,705.30
MERCEDES,C CLASS,Oxygen (Lambda) Sensor,702.96
MERCEDES,A CLASS,Gearbox (Various Faults),700.00
MERCEDES,C CLASS,Oxygen (Lambda) Sensor,698.40
MERCEDES,B CLASS,Valve Block / Body,687.82
MERCEDES,C CLASS,Suspension Pump,685.28
MERCEDES,GLA CLASS,Drive Train,684.60
MERCEDES,GL CLASS,Electrical ,679.68
MERCEDES,E CLASS,Roof (Motors / Electrics),676.00
MERCEDES,VITO,Alternator,669.80
MERCEDES,C CLASS,Steering Pump,668.46
MERCEDES,E CLASS,Turbocharger,667.50
MERCEDES,E CLASS,Electrical,665.12
MERCEDES,CLA45 AMG,Thermostat,662.73
MERCEDES,C CLASS,Water Pump,659.30
MERCEDES,ML CLASS,Sensors,658.22
MERCEDES,SLK CLASS,Electrical ,656.00
MERCEDES,S CLASS,Electrical ,652.56
MERCEDES,E CLASS,Suspension (Various Faults),651.60
MERCEDES,E CLASS,Heater/Glow Plugs,648.91
MERCEDES,C CLASS,Fuel System,640.90
MERCEDES,C CLASS,Air Con (Various Faults),640.32
MERCEDES,E CLASS,Suspension (Various Faults),634.80
MERCEDES,SL CLASS,Roof (Motors / Electrics),633.96
MERCEDES,ML CLASS,Oxygen (Lambda) Sensor,625.20
MERCEDES,C CLASS,Radiator,621.82
MERCEDES,GLC CLASS,Electrical ,621.05
MERCEDES,S63 AMG,Electrical,620.00
MERCEDES,ML CLASS,Throttle Body,614.40
MERCEDES,CLS CLASS,Nox Sensor,614.40
MERCEDES,C,,612.90
MERCEDES,M CLASS,Electrical ,610.50
MERCEDES,ML CLASS,Ecu (Other),607.49
MERCEDES,E CLASS,Air Bag System,600.40
MERCEDES,C CLASS,Brakes (Various Faults),600.00
MERCEDES,A CLASS,Gearbox (Various Faults),600.00
MERCEDES,E CLASS,Gearbox (Various Faults),600.00
MERCEDES,C CLASS,Engine (Various Faults),600.00
MERCEDES,E CLASS,Suspension (Various Faults),600.00
MERCEDES,E CLASS,Sensors,597.60
MERCEDES,G63 AMG,Electrical ,596.10
MERCEDES,C CLASS,Nox Sensor(Nitrogen Oxide),593.60
MERCEDES,SL CLASS,Alternator,590.23
MERCEDES,E CLASS,Sensors,587.40
MERCEDES,CLS CLASS,Gearbox (Various Faults),586.88
MERCEDES,ML CLASS,Oil Cooler-,584.30
MERCEDES,C CLASS,Gearbox (Various Faults),582.96
MERCEDES,A CLASS,Sensors,581.64
MERCEDES,GL CLASS,Alternator,581.30
MERCEDES,A CLASS,Heater/Glow Plugs,578.08
MERCEDES,E CLASS,Nox Sensor,576.40
MERCEDES,GL CLASS,Temperature Sender,575.66
MERCEDES,C CLASS,Battery (Normal),574.64
MERCEDES,C CLASS,Sensors,573.60
MERCEDES,SPRINTER,Electrical ,567.82
MERCEDES,C CLASS,Oil Filter Housing,567.60
MERCEDES,CLA CLASS,Engine Oil Pump,566.70
MERCEDES,C CLASS,Suspension (Various Faults),565.50
MERCEDES,C CLASS,Central Door Locking,564.06
MERCEDES,C CLASS,Ad Blue System (Emissions),563.85
MERCEDES,C CLASS,Nox Sensor,561.90
MERCEDES,R CLASS,Suspension (Various Faults),559.88
MERCEDES,C63 AMG,Air Con (Various Faults),559.86
MERCEDES,S63 AMG,Steering Column,558.00
MERCEDES,E CLASS,Nox Sensor,554.00
MERCEDES,GLA CLASS,Thermostat,546.68
MERCEDES,B,,540.59
MERCEDES,C CLASS,Alternator,539.99
MERCEDES,C CLASS,Engine (Various Faults),536.56
MERCEDES,C CLASS,Electrical,533.16
MERCEDES,ML CLASS,Oil Cooler-,532.94
MERCEDES,A CLASS,Thermostat,532.38
MERCEDES,E CLASS,Engine (Various Faults),531.60
MERCEDES,ML CLASS,Electrical,531.36
MERCEDES,A45 AMG,Thermostat,529.04
MERCEDES,C CLASS,Oil Cooler-,527.16
MERCEDES,CLA CLASS,Sensors,524.52
MERCEDES,S,,522.00
MERCEDES,ML CLASS,Fuel Injectors,521.40
MERCEDES,C CLASS,Electrical ,516.00
MERCEDES,GL CLASS,Central Door Locking,511.92
MERCEDES,VITO,Nox Sensor,511.80
MERCEDES,E CLASS,Sensors,510.80
MERCEDES,S CLASS,Starter Motor,510.07
MERCEDES,E CLASS,Vacuum Pump,509.80
MERCEDES,E CLASS,Fuel System,509.11
MERCEDES,E CLASS,Electrical ,507.60
MERCEDES,VIANO,Alternator,501.19
MERCEDES,SL55 AMG,Air Con (Various Faults),500.00
MERCEDES,A CLASS,Gearbox (Various Faults),500.00
MERCEDES,ML CLASS,Torque Converter,500.00
MERCEDES,C CLASS,Gearbox (Various Faults),500.00
MERCEDES,A45 AMG,Brakes (Various Faults),500.00
MERCEDES,GLC CLASS,Electrical ,500.00
MERCEDES,A CLASS,Hose/Pipe ,500.00
MERCEDES,M CLASS,Fuel System,499.50
MERCEDES,CLS CLASS,Window Motor,497.09
MERCEDES,S CLASS,Suspension (Various Faults),495.68
MERCEDES,CLS CLASS,Cooling Fan Motor,493.90
MERCEDES,E CLASS,Ecu (Other),490.00
MERCEDES,CLA CLASS,E.G.R Valve,489.95
MERCEDES,C CLASS,E.G.R Valve,489.90
MERCEDES,CLS CLASS,Air Con (Various Faults),488.04
MERCEDES,ML CLASS,Heater/Glow Plugs,487.75
MERCEDES,E CLASS,Electrical ,487.16
MERCEDES,SPRINTER,Differential,483.29
MERCEDES,GL CLASS,Starter Motor,483.10
MERCEDES,A CLASS,Ecu (Other),482.40
MERCEDES,GL,,481.65
MERCEDES,CL CLASS,Heater Fan Motor,480.80
MERCEDES,C63 AMG,Air Con (Various Faults),479.40
MERCEDES,CLA CLASS,Ecu (Other),477.40
MERCEDES,C CLASS,Radiator,473.99
MERCEDES,S CLASS,Nox Sensor,471.60
MERCEDES,CLA CLASS,Electrical ,469.20
MERCEDES,SLK CLASS,Torque Converter,467.82
MERCEDES,ML CLASS,Steering Rack,467.00
MERCEDES,E CLASS,Heater Fan Motor,466.80
MERCEDES,B CLASS,Drive Shaft,465.00
MERCEDES,A CLASS,Fuel System,462.72
MERCEDES,SLK CLASS,Steering Pump,461.00
